acapproject	eligible	date	day	month	year	pplid	pplname	latitude	longitude	distid	distname	provid	provname	altitude	population	logpop	logelev	langcode	language	pashto	neighbors	cdcfamilies	cdcprojects	cdcpercapita	killed	wounded	combined	killeddum	woundeddum	property	incidenttype	airstrike	cfmilop	crossfire	milop	sb	ied	accident	eof	indirect	cfindirect	isafinit	isafresp	talibresp	pre7a	preied7a	post7a	postied7a	preisaf7a	diff7a	diffied7a	pre7b	preied7b	post7b	postied7b	diff7b	diffied7b	pre7c	preied7c	post7c	postied7c	diff7c	diffied7c	pre30a	preied30a	post30a	postied30a	preisaf30a	diff30a	diffied30a	pre30b	preied30b	post30b	postied30b	diff30b	diffied30b	pre30c	preied30c	post30c	postied30c	diff30c	diffied30c	pre90a	preied90a	post90a	postied90a	preisaf90a	diff90a	diffied90a	pre90b	preied90b	post90b	postied90b	diff90b	diffied90b	pre90c	preied90c	post90c	postied90c	diff90c	diffied90c	pre180a	preied180a	post180a	postied180a	preisaf180a	diff180a	diffied180a	pre180b	preied180b	post180b	postied180b	diff180b	diffied180b	pre180c	preied180c	post180c	postied180c	diff180c	diffied180c	pre365a	preied365a	post365a	postied365a	preisaf365a	diff365a	diffied365a	pre365b	preied365b	post365b	postied365b	diff365b	diffied365b	pre365c	preied365c	post365c	postied365c	diff365c	diffied365c	pre730a	preied730a	post730a	postied730a	preisaf730a	diff730a	diffied730a	pre730b	preied730b	post730b	postied730b	diff730b	diffied730b	pre730c	preied730c	post730c	postied730c	diff730c	diffied730c	kabul	pakistan	dcdistkm	basedistkm	km3bases	km5bases	km10bases	fightingseason	dateofincident	incidentmonth	incidentday	incidentyear	rightcensor730sigact	rightcensor730immap	rightcensor365immap	dum2011	dum2012	dum2013	qtr42011	qtr12012	qtr22012	qtr32012	qtr42012	qtr12013	qtr22013	qtr32013	valueia	beneficiaries	aidamount	casualties	totalharm	logneighbors	logdisttobase	logdcdistkm	logroadkm	logaidamount	logcdcpercapita	logbeneficiaries	logvalueia	pre7aplacebo	preisaf7aplacebo	preied7aplacebo	post7aplacebo	postied7aplacebo	diff7aplacebo	pre90aplacebo	preisaf90aplacebo	preied90aplacebo	post90aplacebo	postied90aplacebo	diff90aplacebo	pre180aplacebo	preisaf180aplacebo	preied180aplacebo	post180aplacebo	postied180aplacebo	diff180aplacebo	pre365aplacebo	preisaf365aplacebo	preied365aplacebo	post365aplacebo	postied365placebo	diff365aplacebo	pqtr42008	pqtr12009	pqtr22009	pqtr32009	pqtr42009	pqtr12010	pqtr22010	pqtr32010	incidentlocationrc	rc	north	south	southwest	west	kunar	helmand	kandahar	khost	logar	east	pre7aid	preisaf7aid	preied7aid	post7aid	postied7aid	pre90aid	preisaf90aid	preied90aid	post90aid	postied90aid	pre180aid	preisaf180aid	preied180aid	post180aid	postied180aid	pre365aid	preisaf365aid	preied365aid	post365aid	postied365aid	pre7bid	preied7bid	post7bid	postied7bid	pre90bid	preied90bid	post90bid	postied90bid	pre180bid	preied180bid	post180bid	postied180bid	pre365bid	preied365bid	post365bid	postied365bid	pre7cid	preied7cid	post7cid	postied7cid	pre90cid	preied90cid	post90cid	postied90cid	pre180cid	preied180cid	post180cid	postied180cid	pre365cid	preied365cid	post365cid	postied365cid	timesaid	pre7bplacebo	preisaf7bplacebo	preied7bplacebo	post7bplacebo	postied7bplacebo	pre90bplacebo	preisaf90bplacebo3	preied90bplacebo	post90bplacebo	postied90bplacebo	pre180bplacebo	preisaf180bplacebo	preied180bplacebo	post180bplacebo	postied180bplacebo3	pre365bplacebo	preisaf365bplacebo	preied365bplacebo	post365bplacebo	postied365bplacebo	pre7cplacebo	preisaf7cplacebo	preied7cplacebo	post7cplacebo	postied7cplacebo	pre90cplacebo	preisaf90cplacebo	preied90cplacebo	post90cplacebo	postied90cplacebo	pre180cplacebo	preied180cplacebo	pre365cplacebo	preied365cplacebo
968	0	"7/5/12"	5	7	2012	19220	"MAMO YA WADHO"	34.9514	70.3537	3008	"Nurgaram"	30	"Nuristan"	1529	663	6.496775	7.332369	6	"Pashai"	0	11	171	1	204.0	0	1	1	0	1	0	"Crossfire"	0	0	1	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0	-4	-2	0	0	1	0	1	0	0	0	0	0	0	0	15	3	7	0	0	-8	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.309	3877	0	3	4	1	"7/5/12"	7	5	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0.0	0.0099503305	0.0	2.398804	8.262819	1.1996635	2.1860514	-4.6051702	5.318169			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	1	0	1.0	1	0	0	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	9	5	11	0	4	12	7	0	0	0	0	0	0	0	0	0	0	1	1	2	1
969	0	"5/9/12"	9	5	2012	35504	"YAHYA KHEL"	32.9361	68.6491	2918	"Yahya Khel"	29	"Paktika"	2131	208	5.337538	7.664347	2	"Pashto"	1	27	0	0	0.0	0	3	3	0	1	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	5	2	0	4	2	0	0	1	0	1	0	0	0	1	0	1	0	1	0	12	3	0	11	3	1	0	2	0	1	0	0	0	2	1	2	1	2	0	20	6	0	18	6	2	0	7	1	5	1	0	0	2	1	2	1	38	3	24	6	0	-14	3	18	1	8	2	-10	1	0	0	2	1	2	1	123	8	33	11	0	-90	3	39	4	0	5	-39	1	0	0	3	2	3	2	0	0	0.374	1122	1	1	1	1	"5/9/12"	5	9	2012	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0.0	0	0.0	1.10194	1.0986123	3.2962072	7.022877	-0.95711267	-4.6051702	-4.6051702	-4.6051702			0	0	0	3	0	3.0	17	0	1	31	2	14.0	26	1	1	62	4	36.0	31	2	3	89	4	58.0	0	0	0	0	0	0	1	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	0	0	2	1	1	0	0	12	3	2	0	0	20	6	38	0	3	24	6	0	0	1	0	1	0	2	0	2	0	7	1	18	1	8	2	0	0	0	0	0	0	2	1	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	3	2	0	0	0	5	3	3	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
970	0	"8/12/12"	12	8	2012	35492	"URGUN"	32.9402	69.1813	2911	"Urgun"	29	"Paktika"	2267	700	6.55108	7.726213	2	"Pashto"	1	31	0	0	0.0	2	0	2	1	0	0	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	-1	1	0	0	0	-1	0	0	0	1	1	1	1	5	2	2	0	0	-3	-2	2	1	1	0	-1	-1	0	0	1	1	1	1	7	3	2	0	0	-5	-3	5	4	3	2	-2	-2	1	1	1	1	0	0	11	4	9	2	0	-2	-2	7	6	5	2	-2	-4	1	1	1	1	0	0	22	7	18	8	0	-4	1	12	7	0	4	-12	-3	1	1	2	2	1	1	0	0	1.159	884	2	4	5	1	"8/12/12"	8	12	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0.0	0.6981347	0.6931472	3.4343097	6.784468	0.15614872	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	1	0	0	2	0	1.0	2	0	0	12	3	10.0	0	0	0	0	0	1	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	5	0	2	2	0	7	0	3	2	0	11	0	4	9	2	0	0	0	0	2	1	1	0	5	4	3	2	7	6	5	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	2	1	1	0	1	10	4	4	0	1	11	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
971	0	"5/28/12"	28	5	2012	35448	"SHARAN"	33.1764	68.7307	2901	"Sharan"	29	"Paktika"	2138	500	6.214608	7.667626	2	"Pashto"	1	28	0	0	0.0	0	0	0	0	0	1	"Insurgent Military Operation"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	-1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	-1	1	1	1	1	0	0	0	0	0	0	0	0	2	1	3	0	0	1	-1	1	1	1	1	0	0	0	0	0	0	0	0	2	1	7	0	0	5	-1	1	1	1	1	0	0	0	0	0	0	0	0	2	1	10	0	0	8	-1	1	1	0	1	-1	0	0	0	0	0	0	0	0	0	0.101	5636	0	0	8	1	"5/28/12"	5	28	2012	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0.0	0	0.0	-4.6051702	0.0	3.3325615	8.636931	-2.198225	3.626738	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	1	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	1	0	1	1	0	2	0	1	3	0	2	0	1	7	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
972	0	"11/8/12"	8	11	2012	35492	"URGUN"	32.9402	69.1813	2911	"Urgun"	29	"Paktika"	2267	700	6.55108	7.726213	2	"Pashto"	1	31	0	0	0.0	15	0	15	1	0	0	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	2	0	0	0	0	-2	0	1	0	2	2	1	2	1	1	0	0	-1	-1	7	2	4	1	0	-3	-1	4	2	2	2	-2	0	1	1	0	0	-1	-1	11	4	7	2	0	-4	-2	8	6	7	2	-1	-4	2	2	0	0	-2	-2	18	5	22	12	0	4	7	12	6	0	4	-12	-2	2	2	1	1	-1	-1	0	0	1.159	884	2	4	5	0	"11/8/12"	11	8	2012	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0	0.0	2.7087166	2.7080503	3.4343097	6.784468	0.15614872	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	1	0	1.0	0	0	0	2	0	2.0	1	0	0	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	2	0	0	0	0	7	0	2	4	1	11	0	4	7	2	0	0	1	1	1	0	2	2	4	2	2	2	8	6	7	2	0	0	0	0	1	1	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
973	0	"10/4/12"	4	10	2012	35448	"SHARAN"	33.1764	68.7307	2901	"Sharan"	29	"Paktika"	2138	500	6.214608	7.667626	2	"Pashto"	1	28	0	0	0.0	0	1	1	0	1	1	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	2	-1	2	2	0	0	-2	-2	0	0	0	0	0	0	3	1	6	0	0	3	-1	2	2	0	0	-2	-2	0	0	0	0	0	0	3	1	11	0	0	8	-1	2	2	0	0	-2	-2	0	0	0	0	0	0	0	0	0.101	5636	0	0	8	0	"10/4/12"	10	4	2012	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0	0.0	0.0099503305	0.6931472	3.3325615	8.636931	-2.198225	3.626738	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	1	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	1	0	0	3	0	2	0	1	4	0	3	0	1	6	0	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
974	0	"4/11/12"	11	4	2012	35234	"JANI KHEL"	33.6578	69.7733	706	"Jani Khail"	7	"Paktya"	2205	796	6.679599	7.698483	2	"Pashto"	1	31	0	0	0.0	1	1	2	1	1	1	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	26	2	10	0	0	-16	-2	9	2	3	0	-6	-2	0	0	0	0	0	0	44	4	38	4	0	-6	0	18	3	0	1	-18	-2	0	0	0	0	0	0	0	0	0.534	262	2	2	2	1	"4/11/12"	4	11	2012	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0.0	0	0.0	0.6981347	1.0986123	3.4343097	5.5683827	-0.6088061	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	3	1	3.0	0	0	0	7	1	7.0	0	1	0	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	1	0	0	1	0	5	0	0	6	0	26	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
975	0	"6/1/12"	1	6	2012	1028	"ALI KHAIL HULYA"	33.9429	69.7148	711	"Ali Khail (Jaji)"	7	"Paktya"	2251	3300	8.101678	7.71913	2	"Pashto"	1	21	0	0	0.0	1	2	3	1	1	0	"Crossfire"	0	0	1	0	0	0	0	0	0	0	0			0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	1	0	2	1	1	1	0	0	-1	-1	0	0	0	0	0	0	8	0	14	3	0	6	3	1	1	0	0	-1	-1	0	0	0	0	0	0	11	1	21	3	0	10	2	2	1	1	0	-1	-1	0	0	0	0	0	0	44	7	23	3	0	-21	-4	9	3	2	0	-7	-3	0	0	0	0	0	0	77	10	38	9	1	-39	-1	14	5	0	5	-14	0	0	0	2	2	2	2	0	1	21.449	680	3	3	3	1	"6/1/12"	6	1	2012	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0.0	0	0.0	1.10194	1.0986123	3.0449984	6.5221076	3.0661442	-4.6051702	-4.6051702	-4.6051702			1	0	0	0	0	-1.0	3	0	1	6	3	3.0	3	0	1	8	3	5.0	3	0	1	15	3	12.0	1	0	0	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	1	0	8	0	0	14	3	11	0	1	21	3	44	0	7	23	3	0	0	0	0	1	1	0	0	2	1	1	0	9	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
976	0	"9/21/12"	21	9	2012	35434	"SAYED KARAM"	33.7259	69.4004	710	"Sayed Karam"	7	"Paktya"	2510	9536	9.162829	7.828038	2	"Pashto"	1	12	0	0	0.0	1	0	1	1	0	1	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.837	4756	0	1	1	1	"9/21/12"	9	21	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0.0	0.0099503305	0.6931472	2.4857397	8.467164	1.57836	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	1	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
977	0	"8/28/12"	28	8	2012	35313	"LIJA AHMAD KHEL"	33.841	69.6208	709	"Laja Ahmad Khail"	7	"Paktya"	2267	500	6.214608	7.726213	2	"Pashto"	1	23	0	0	0.0	0	2	2	0	1	1	"Insurgent Indirect Fire"	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	8	2	0	8	2	1	0	2	2	1	2	0	0	0	0	0	0	1	0	9	2	0	8	2	1	0	2	2	1	2	0	0	0	0	0	0	1	0	11	2	0	10	2	1	0	6	6	5	6	0	0	0	0	0	0	5	2	20	4	0	15	2	3	1	0	6	-3	5	0	0	0	0	0	0	0	0	21.58	1405	3	3	3	1	"8/28/12"	8	28	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0.0	0.6981347	1.0986123	3.1359289	7.2478	3.0722303	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	1	0	1.0	0	0	0	1	0	1.0	1	0	0	3	1	2.0	0	0	0	0	0	0	1	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	0	8	2	1	0	0	9	2	1	0	0	11	2	1	0	0	0	1	0	2	2	1	0	2	2	1	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
978	0	"11/2/12"	2	11	2012	35510	"ZADRAN"	33.3695	69.4321	704	"Zadran"	7	"Paktya"	2040	450	6.109248	7.620705	2	"Pashto"	1	19	0	0	0.0	0	3	3	0	1	0	"Insurgent Indirect Fire"	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	-8	-2	1	0	0	0	-1	0	0	0	0	0	0	0	16	8	4	0	0	-12	-8	3	1	0	0	-3	-1	0	0	0	0	0	0	28	12	23	2	0	-5	-10	4	2	1	0	-3	-2	0	0	0	0	0	0	42	13	26	2	2	-16	-11	5	3	0	0	-5	-3	0	0	0	0	0	0	0	0	0.679	841	3	3	3	0	"11/2/12"	11	2	2012	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0	0.0	1.10194	1.0986123	2.9449651	6.7346034	-0.37251398	3.092859	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	1	0	1.0	0	0	0	2	0	2.0	0	0	0	4	1	4.0	0	1	0	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	8	0	2	0	0	16	0	8	4	0	28	0	12	23	2	0	0	0	0	1	0	0	0	3	1	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
979	0	"4/19/13"	19	4	2013	35127	"CHAMKANI"	33.8069	69.7889	708	"Chamkani"	7	"Paktya"	1948	9685	9.178333	7.574558	2	"Pashto"	1	31	0	0	0.0	1	0	1	1	0	0	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13	1	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13	1	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	18	2	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	53	0	25	4	0	-28	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.322	2604	2	3	4	1	"4/19/13"	4	19	2013	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0.0	0	0.0	0.0099503305	0.0	3.4343097	7.8648076	0.8467263	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	1	1	1.0	0	0	0	3	2	3.0	1	0	0	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	4	0	0	13	1	4	0	0	13	1	14	0	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
980	0	"5/15/13"	15	5	2013	21449	"NAIK NAM"	33.4959	69.1025	702	"Zurmat"	7	"Paktya"	2176	904	6.806829	7.685244	2	"Pashto"	1	34	178	2	170.1348	1	0	1	1	0	0	"Insurgent Military Operation"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	22	1	0	21	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	37	2	0	36	2	0	0	3	0	3	0	0	0	0	0	0	0	11	0	57	4	0	46	4	0	0	4	0	4	0	0	0	0	0	0	0	42	2	92	6	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.248	10561	0	0	0	1	"5/15/13"	5	15	2013	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0.0	0	0.0	0.0099503305	0.0	3.5266545	9.264924	2.421079	4.1033044	-4.6051702	5.1366496			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	2	1	2.0	1	0	0	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	1	0	0	22	1	1	0	0	37	2	11	0	0	57	4	0	0	1	0	0	0	1	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
981	0	"3/5/13"	5	3	2013	35434	"SAYED KARAM"	33.7259	69.4004	710	"Sayed Karam"	7	"Paktya"	2510	9536	9.162829	7.828038	2	"Pashto"	1	12	0	0	0.0	0	1	1	0	1	1	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.837	4756	0	1	1	0	"3/5/13"	3	5	2013	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0	0.0	0.0099503305	0.6931472	2.4857397	8.467164	1.57836	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	1	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
982	0	"6/2/13"	2	6	2013	31450	"SORKAY"	33.3538	69.1395	702	"Zurmat"	7	"Paktya"	2432	229	5.433722	7.796469	2	"Pashto"	1	6	220	2	170.0818	1	3	4	1	1	0	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.919	15295	0	0	0	1	"6/2/13"	6	2	2013	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0.0	0	0.0	1.3887912	1.3862944	1.7934247	9.635282	2.7681413	4.1033044	-4.6051702	5.136338			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	1	0	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
