acapproject	eligible	date	day	month	year	pplid	pplname	latitude	longitude	distid	distname	provid	provname	altitude	population	logpop	logelev	langcode	language	pashto	neighbors	cdcfamilies	cdcprojects	cdcpercapita	killed	wounded	combined	killeddum	woundeddum	property	incidenttype	airstrike	cfmilop	crossfire	milop	sb	ied	accident	eof	indirect	cfindirect	isafinit	isafresp	talibresp	pre7a	preied7a	post7a	postied7a	preisaf7a	diff7a	diffied7a	pre7b	preied7b	post7b	postied7b	diff7b	diffied7b	pre7c	preied7c	post7c	postied7c	diff7c	diffied7c	pre30a	preied30a	post30a	postied30a	preisaf30a	diff30a	diffied30a	pre30b	preied30b	post30b	postied30b	diff30b	diffied30b	pre30c	preied30c	post30c	postied30c	diff30c	diffied30c	pre90a	preied90a	post90a	postied90a	preisaf90a	diff90a	diffied90a	pre90b	preied90b	post90b	postied90b	diff90b	diffied90b	pre90c	preied90c	post90c	postied90c	diff90c	diffied90c	pre180a	preied180a	post180a	postied180a	preisaf180a	diff180a	diffied180a	pre180b	preied180b	post180b	postied180b	diff180b	diffied180b	pre180c	preied180c	post180c	postied180c	diff180c	diffied180c	pre365a	preied365a	post365a	postied365a	preisaf365a	diff365a	diffied365a	pre365b	preied365b	post365b	postied365b	diff365b	diffied365b	pre365c	preied365c	post365c	postied365c	diff365c	diffied365c	pre730a	preied730a	post730a	postied730a	preisaf730a	diff730a	diffied730a	pre730b	preied730b	post730b	postied730b	diff730b	diffied730b	pre730c	preied730c	post730c	postied730c	diff730c	diffied730c	kabul	pakistan	dcdistkm	basedistkm	km3bases	km5bases	km10bases	fightingseason	dateofincident	incidentmonth	incidentday	incidentyear	rightcensor730sigact	rightcensor730immap	rightcensor365immap	dum2011	dum2012	dum2013	qtr42011	qtr12012	qtr22012	qtr32012	qtr42012	qtr12013	qtr22013	qtr32013	valueia	beneficiaries	aidamount	casualties	totalharm	logneighbors	logdisttobase	logdcdistkm	logroadkm	logaidamount	logcdcpercapita	logbeneficiaries	logvalueia	pre7aplacebo	preisaf7aplacebo	preied7aplacebo	post7aplacebo	postied7aplacebo	diff7aplacebo	pre90aplacebo	preisaf90aplacebo	preied90aplacebo	post90aplacebo	postied90aplacebo	diff90aplacebo	pre180aplacebo	preisaf180aplacebo	preied180aplacebo	post180aplacebo	postied180aplacebo	diff180aplacebo	pre365aplacebo	preisaf365aplacebo	preied365aplacebo	post365aplacebo	postied365placebo	diff365aplacebo	pqtr42008	pqtr12009	pqtr22009	pqtr32009	pqtr42009	pqtr12010	pqtr22010	pqtr32010	incidentlocationrc	rc	north	south	southwest	west	kunar	helmand	kandahar	khost	logar	east	pre7aid	preisaf7aid	preied7aid	post7aid	postied7aid	pre90aid	preisaf90aid	preied90aid	post90aid	postied90aid	pre180aid	preisaf180aid	preied180aid	post180aid	postied180aid	pre365aid	preisaf365aid	preied365aid	post365aid	postied365aid	pre7bid	preied7bid	post7bid	postied7bid	pre90bid	preied90bid	post90bid	postied90bid	pre180bid	preied180bid	post180bid	postied180bid	pre365bid	preied365bid	post365bid	postied365bid	pre7cid	preied7cid	post7cid	postied7cid	pre90cid	preied90cid	post90cid	postied90cid	pre180cid	preied180cid	post180cid	postied180cid	pre365cid	preied365cid	post365cid	postied365cid	timesaid	pre7bplacebo	preisaf7bplacebo	preied7bplacebo	post7bplacebo	postied7bplacebo	pre90bplacebo	preisaf90bplacebo3	preied90bplacebo	post90bplacebo	postied90bplacebo	pre180bplacebo	preisaf180bplacebo	preied180bplacebo	post180bplacebo	postied180bplacebo3	pre365bplacebo	preisaf365bplacebo	preied365bplacebo	post365bplacebo	postied365bplacebo	pre7cplacebo	preisaf7cplacebo	preied7cplacebo	post7cplacebo	postied7cplacebo	pre90cplacebo	preisaf90cplacebo	preied90cplacebo	post90cplacebo	postied90cplacebo	pre180cplacebo	preied180cplacebo	pre365cplacebo	preied365cplacebo
983	0	"6/21/13"	21	6	2013	41934	"DARA"	33.5147	69.3248	701	"Gardez"	7	"Paktya"	2687	0	7.083388	7.896181	2	"Pashto"	1	0	0	0	0.0	0	2	2	0	1	0	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	-2	-1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	13.579	4897	0	1	2	1	"6/21/13"	6	21	2013	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0.0	0	0.0	0.6981347	0.6931472	-4.6051702	8.49638	2.6092606	4.331785	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	1	0	1.0	0	0	0	1	0	1.0	0	0	1	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
984	0	"7/7/13"	7	7	2013	20049	"METE"	33.3201	69.4243	704	"Zadran"	7	"Paktya"	2489	1561	7.353082	7.819636	2	"Pashto"	1	7	0	0	0.0	1	6	7	1	1	0	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.073	6460	0	0	3	1	"7/7/13"	7	7	2013	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0.0	0	0.0	1.9473377	1.9459101	1.9473377	8.773386	1.805498	3.092859	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	1	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
985	0	"6/17/13"	17	6	2013	30020	"SHAIKH KALA"	33.5309	69.2469	701	"Gardez"	7	"Paktya"	2520	93	4.532599	7.832014	2	"Pashto"	1	10	0	0	0.0	1	0	1	1	0	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	-2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	-3	0	0	0	0	0	0	0	0	0	9.389	5887	0	0	9	1	"6/17/13"	6	17	2013	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0.0	0	0.0	0.0099503305	0.0	2.3035846	8.680504	2.2406032	4.331785	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	3	1	17	0	7	11	3	27	0	9	42	16	0	0	0	0	0	3	0	3	0	0	3	3	7	5
986	0	"7/25/13"	25	7	2013	20049	"METE"	33.3201	69.4243	704	"Zadran"	7	"Paktya"	2489	1561	7.353082	7.819636	2	"Pashto"	1	7	0	0	0.0	2	0	2	1	0	0	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.073	6460	0	0	3	1	"7/25/13"	7	25	2013	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0.0	0	0.0	0.6981347	0.6931472	1.9473377	8.773386	1.805498	3.092859	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	1	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
987	0	"7/6/13"	6	7	2013	34824	"ZAWA"	33.549	69.3516	701	"Gardez"	7	"Paktya"	2532	359	5.883322	7.836765	2	"Pashto"	1	8	0	0	0.0	2	1	3	1	1	0	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	-3	0	0	0	0	0	0	0	0	0	15.473	5926	0	0	3	1	"7/6/13"	7	6	2013	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0.0	0	0.0	1.10194	1.0986123	2.0806909	8.687106	2.7397425	4.331785	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	1	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
988	0	"9/1/13"	1	9	2013	35510	"ZADRAN"	33.3695	69.4321	704	"Zadran"	7	"Paktya"	2040	450	6.109248	7.620705	2	"Pashto"	1	19	0	0	0.0	13	2	15	1	1	0	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2	1	0	0	-17	-2	1	0	0	0	-1	0	0	0	0	0	0	0	21	2	1	0	0	-20	-2	1	0	0	0	-1	0	0	0	0	0	0	0	24	2	4	0	1	-20	-2	2	0	0	0	-2	0	0	0	0	0	0	0	51	14	4	0	3	-47	-14	5	2	0	0	-5	-2	0	0	0	0	0	0	0	0	0.679	841	3	3	3	1	"9/1/13"	9	1	2013	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0.0	0	0.0	2.7087166	2.7080503	2.9449651	6.7346034	-0.37251398	3.092859	-4.6051702	-4.6051702			0	0	0	0	0	0.0	1	0	0	1	0	0.0	1	0	0	2	1	1.0	1	0	0	4	1	3.0	0	0	1	0	0	0	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	0	0	0	0	18	0	2	1	0	21	0	2	1	0	24	1	2	4	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
989	0	"7/11/12"	11	7	2012	35478	"SYAH GERD"	34.9891	68.847	305	"Sia Gird ( Ghorbund)"	3	"Parwan"	1992	500	6.214608	7.596894	2	"Pashto"	1	29	0	0	0.0	0	2	2	0	1	0	"Crossfire"	0	0	1	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	2	0	0	0	0	-2	0	2	0	3	0	1	0	1	0	0	0	-1	0	5	0	0	0	0	-5	0	6	1	5	0	-1	-1	1	0	0	0	-1	0	5	0	1	0	0	-4	0	7	1	8	1	1	0	1	0	0	0	-1	0	9	0	5	0	0	-4	0	7	1	18	2	11	1	1	0	0	0	-1	0	13	1	24	0	0	11	-1	9	3	0	2	-9	-1	1	0	0	0	-1	0	0	0	2.582	1679	1	1	1	1	"7/11/12"	7	11	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0.0	0.6981347	0.6931472	3.3676405	7.4259596	0.9524298	3.6386383	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	1	0	1.0	0	1	0	1	0	1.0	0	0	0	0	0	1	0	0	"East"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	5	0	0	0	0	5	0	0	1	0	9	0	0	5	0	0	0	0	0	6	1	5	0	7	1	8	1	7	1	18	2	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
990	0	"9/5/12"	5	9	2012	35427	"SAR-E-PUL"	36.2551	65.9223	3101	"Sari Pul"	31	"Sari Pul"	608	24900	10.12262	6.410175	2	"Pashto"	1	11	0	0	0.0	0	0	0	0	0	1	"Airstrike"	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.629	4400	0	2	4	1	"9/5/12"	9	5	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0.0	-4.6051702	0.0	2.398804	8.389362	1.7297068	3.6970956	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	1	0	1.0	0	0	0	1	0	1.0	1	0	0	0	0	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
991	0	"11/2/12"	2	11	2012	28977	"SAYID ABAD"	36.3702	65.8515	3101	"Sari Pul"	31	"Sari Pul"	499	525	6.263398	6.212606	2	"Pashto"	1	13	156	3	200.5641	0	0	0	0	0	1	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	4	1	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	13	3	0	12	3	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	23.237	22050	0	0	0	0	"11/2/12"	11	2	2012	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0	0.0	-4.6051702	0.0	2.5657182	10.001068	3.146176	3.6970956	-4.6051702	5.3011837			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
992	0	"9/1/12"	1	9	2012	35427	"SAR-E-PUL"	36.2551	65.9223	3101	"Sari Pul"	31	"Sari Pul"	608	24900	10.12262	6.410175	2	"Pashto"	1	11	0	0	0.0	5	22	27	1	1	0	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.629	4400	0	2	4	1	"9/1/12"	9	1	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0.0	3.2962072	3.295837	2.398804	8.389362	1.7297068	3.6970956	-4.6051702	-4.6051702			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	1	0	0	0	0	-1.0	0	0	0	0	1	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
993	0	"12/9/11"	9	12	2011	28977	"SAYID ABAD"	36.3702	65.8515	3101	"Sari Pul"	31	"Sari Pul"	499	525	6.263398	6.212606	2	"Pashto"	1	13	156	3	200.5641	1	0	1	1	0	0	"CF Military Operation"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	6	2	0	6	2	4	0	0	0	-4	0	0	0	0	0	0	0	0	0	23.237	22050	0	0	0	0	"12/9/11"	12	9	2011	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0.0	0	0.0	0.0099503305	0.0	2.5657182	10.001068	3.146176	3.6970956	-4.6051702	5.3011837			0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	1	0	0	0	0	0	0	"North"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
994	0	"9/22/12"	22	9	2012	35168	"DEHRAWUD"	32.6239	65.4569	2605	"Dihrawud"	26	"Uruzgan"	1079	4000	8.294049	6.98379	2	"Pashto"	1	16	0	0	0.0	5	0	5	1	0	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0	-4	0	2	1	0	0	-2	-1	0	0	0	0	0	0	5	1	2	2	0	-3	1	6	3	3	2	-3	-1	0	0	0	0	0	0	6	2	7	5	0	1	3	8	4	5	3	-3	-1	1	1	1	1	0	0	8	3	9	6	1	1	3	12	5	7	5	-5	0	1	1	1	1	0	0	15	5	21	9	1	6	4	25	14	10	6	-15	-8	3	3	4	2	1	-1	36	19	45	16	1	9	-3	46	25	0	9	-46	-16	3	3	7	5	4	2	0	0	0.419	355	1	4	5	1	"9/22/12"	9	22	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0.0	1.6114359	1.609438	2.7732136	5.872146	-0.84629834	-4.6051702	-4.6051702	-4.6051702			0	0	0	1	0	1.0	1	0	0	6	3	5.0	6	0	1	9	4	3.0	7	0	1	20	8	13.0	0	0	0	0	1	0	0	0	"South"	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0	0	0	0	6	0	2	7	5	8	1	3	9	6	15	1	5	21	9	2	1	0	0	8	4	5	3	12	5	7	5	25	14	10	6	0	0	0	0	1	1	1	1	1	1	1	1	3	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
995	0	"9/23/12"	23	9	2012	35168	"DEHRAWUD"	32.6239	65.4569	2605	"Dihrawud"	26	"Uruzgan"	1079	4000	8.294049	6.98379	2	"Pashto"	1	16	0	0	0.0	2	4	6	1	1	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	5	1	0	0	0	-5	-1	1	1	0	0	-1	-1	0	0	0	0	0	0	6	2	2	2	0	-4	0	6	3	3	2	-3	-1	0	0	0	0	0	0	7	3	7	5	0	0	2	8	4	5	3	-3	-1	0	0	1	1	1	1	9	4	9	6	1	0	2	12	5	7	5	-5	0	1	1	1	1	0	0	16	6	21	9	1	5	3	25	14	10	6	-15	-8	3	3	4	2	1	-1	37	20	45	16	1	8	-4	46	25	0	9	-46	-16	3	3	7	5	4	2	0	0	0.419	355	1	4	5	1	"9/23/12"	9	23	2012	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0.0	0	0.0	1.7934247	1.7917595	2.7732136	5.872146	-0.84629834	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	2	1	0	0	0	-2.0	4	1	1	1	0	-3.0	9	3	1	8	1	-1.0	1	0	0	0	0	0	0	0	"South"	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	0	1	0	0	7	0	3	7	5	9	1	4	9	6	16	1	6	21	9	1	1	0	0	8	4	5	3	12	5	7	5	25	14	10	6	0	0	0	0	0	0	1	1	1	1	1	1	3	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
996	0	"11/29/12"	29	11	2012	35168	"DEHRAWUD"	32.6239	65.4569	2605	"Dihrawud"	26	"Uruzgan"	1079	4000	8.294049	6.98379	2	"Pashto"	1	16	0	0	0.0	10	8	18	1	1	0	"IED"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	2	1	3	2	0	1	1	1	1	1	0	0	-1	0	0	1	1	1	1	9	4	5	3	0	-4	-1	9	5	1	0	-8	-5	0	0	1	1	1	1	11	6	6	4	0	-5	-2	15	8	4	3	-11	-5	1	1	2	2	1	1	18	8	22	9	1	4	1	25	15	9	5	-16	-10	3	3	6	4	3	1	37	21	47	16	1	10	-5	48	27	0	6	-48	-21	3	3	7	5	4	2	0	0	0.419	355	1	4	5	0	"11/29/12"	11	29	2012	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0	0.0	2.890927	2.8903718	2.7732136	5.872146	-0.84629834	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	2	0	1	2	0	0.0	3	0	1	3	0	0.0	7	2	1	9	1	2.0	1	0	0	0	0	0	0	0	"South"	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	1	9	0	4	5	3	11	0	6	6	4	18	1	8	22	9	0	0	0	0	9	5	1	0	15	8	4	3	25	15	9	5	0	0	1	1	0	0	1	1	1	1	2	2	3	3	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
997	0	"12/1/12"	1	12	2012	35168	"DEHRAWUD"	32.6239	65.4569	2605	"Dihrawud"	26	"Uruzgan"	1079	4000	8.294049	6.98379	2	"Pashto"	1	16	0	0	0.0	3	4	7	1	1	0	"Suicide bombing"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	0	1	1	1	0	0	-1	0	0	0	0	0	0	9	4	4	2	0	-5	-2	9	5	1	0	-8	-5	0	0	0	0	0	0	11	6	5	3	0	-6	-3	15	8	4	3	-11	-5	1	1	1	1	0	0	17	8	21	8	1	4	0	24	14	9	5	-15	-9	3	3	5	3	2	0	37	21	46	15	1	9	-6	48	27	0	6	-48	-21	3	3	6	4	3	1	0	0	0.419	355	1	4	5	0	"12/1/12"	12	1	2012	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0	0.0	1.9473377	1.9459101	2.7732136	5.872146	-0.84629834	-4.6051702	-4.6051702	-4.6051702			0	0	0	0	0	0.0	2	0	1	6	3	4.0	6	0	1	9	4	3.0	7	0	1	20	8	13.0	0	0	0	0	1	0	0	0	"South"	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	9	0	4	4	2	11	0	6	5	3	17	1	8	21	8	0	0	0	0	9	5	1	0	15	8	4	3	24	14	9	5	0	0	0	0	0	0	0	0	1	1	1	1	3	3	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
